ds,y
2019-11-18 05:10:00,1.149538957
2019-11-18 06:10:00,1.277353398
2019-11-18 07:10:00,1.217796369
2019-11-18 08:10:00,1.067069788
2019-11-18 09:10:00,0.958989255
2019-11-18 10:10:00,0.873948738
2019-11-18 11:10:00,0.902254768
2019-11-18 12:10:00,0.796379009
2019-11-18 13:10:00,0.725184611
2019-11-18 14:10:00,0.681798337
2019-11-18 15:10:00,0.705400759
2019-11-18 16:10:00,0.757058661
2019-11-18 17:10:00,0.867957177
2019-11-18 18:10:00,1.048564555
2019-11-18 19:10:00,1.195365769
2019-11-18 20:10:00,1.08331886
2019-11-18 21:10:00,1.159792368
2019-11-18 22:10:00,1.01298598
2019-11-18 23:10:00,0.980096343
2019-11-19 00:10:00,0.923484283
2019-11-19 01:10:00,0.965943328
2019-11-19 02:10:00,0.987172843
2019-11-19 03:10:00,0.944713798
2019-11-19 04:10:00,0.95925852
2019-11-19 05:10:00,1.159199671
2019-11-19 06:10:00,1.120264659
2019-11-19 07:10:00,1.084198955
2019-11-19 08:10:00,0.958621345
2019-11-19 09:10:00,0.876019463
2019-11-19 10:10:00,0.790006195
2019-11-19 11:10:00,0.760724619
2019-11-19 12:10:00,0.661653499
2019-11-19 13:10:00,0.859297725
2019-11-19 14:10:00,0.835770596
2019-11-19 15:10:00,0.833093096
2019-11-19 16:10:00,0.858848044
2019-11-19 17:10:00,0.930792157
2019-11-19 18:10:00,0.990022868
2019-11-19 19:10:00,0.903012206
2019-11-19 20:10:00,0.865631097
